sk_Vitima,Id_vitima,Relacaovitimasuspeito,Sexodavitima,Orientacaosexualdavitima,Faixaetariadavitima,Deficienciadavitima,Doencararadavitima,UFdavitima,Profissaodavitima,Graudeinstrucaodavitima,RacaCordavitima,Etniadavitima,Faixaderendadavitima,Pais_da_Vitima
761132ea-a0e5-4327-b31b-bf8e2b2d57b1,b3688d29-93df-4ab8-bc32-6f7c3b3d7831,OUTROS,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
cbe80938-58fa-4455-94cc-e59c792eb3b6,55156829-125b-4b21-b68f-2252ca5fe8b9,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,ENSINO MÉDIO INCOMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 5 A 15 SALÁRIOS MÍNIMOS,BRASIL
48136599-e8a2-4ff8-a439-c55a13ae62e7,0c69a391-bce3-4260-84a3-04a2824b7c2d,OUTROS,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
2aa16ddf-30a9-43e2-bcff-e6f9bf55c330,b24ff965-c4e1-4ce2-9903-20d982f3db73,PAI/MÃE,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
91035860-0b88-4331-a479-c9d2eb46be1d,96f6d7b3-6a7c-4b95-b868-3e4fbbf73835,PAI/MÃE,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,FUNDAMENTAL INCOMPLETO,AMARELA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
e6ad339b-4785-4360-9d9b-933c65b0f6dd,2816ffee-e186-4a51-b571-bbba98b8e693,DESCONHECIDO(A),FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
3f220d97-ce2d-4dc3-9419-a96cd1c84f1d,f3ede95b-c557-48d1-8826-d61ec3329db0,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
4ecd0a3e-156f-4f32-b699-11c5bda59b6c,fed47f50-67c4-4cd5-912e-4f8ade285fd6,PADRASTO/MADRASTA,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
d3515a79-fe1e-4c46-97f1-9054164ffab8,6cd469b8-1865-4e8b-a0af-39b32660a9af,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
068ce217-4c7a-47d8-b49a-cc6b25239d73,12c6ca92-952d-4732-b334-c11b58acd603,PADRASTO/MADRASTA,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
9d9c9906-6cde-4a41-9675-7ee66e0ad99b,51bd1f87-a587-4e50-8c74-8f2e314eed78,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
aad8c232-57ee-4afc-950b-ad65628a617a,a3716430-7dc3-47c2-9034-64519a6bc385,PADRASTO/MADRASTA,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
98d8dfb6-46d6-4fa7-afcb-fb25b508e60c,d5d0b410-d4a5-4f5c-8d0b-d88c69555b45,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
c7eca8c7-13f0-475b-a070-c60961a2388b,ec888c97-c274-48e5-b647-c1b4081f1b41,PAI/MÃE,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
0303e521-bb81-4db4-bfde-b03b84f659ca,217a22ef-154a-4884-ac15-bc9867ade579,AVÔ(Ó),MASCULINO,NÃO INFORMADO,10 a 19 ANOS,VISUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b1ad288f-ad58-4f1a-aab4-9f2c6a87c9b5,1309fca6-3a92-42d8-aefb-506eb8ac8b06,PAI/MÃE,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
0dcec763-89c1-4184-87a6-5cf9a24876a4,44ed5ad6-92c9-4c47-9f9c-90c633ed132e,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
e88f65c6-b47a-46f1-a72d-575bd83ba158,ecfdd67a-e249-4955-b66b-988f35f073b1,PAI/MÃE,FEMININO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,BRASIL
8dc1473e-f7e3-426b-bef1-a37d87815dac,e395ac2b-44d3-4859-acc7-d92b969c3d17,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
6269773e-ba25-4198-aa72-ac58fb73fe26,f144860f-421a-4500-bcfe-94b2bdb7c995,PAI/MÃE,MASCULINO,NÃO INFORMADO,10 a 19 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
f6c332a6-adb7-4478-9e04-71918abb8bc1,4e8717c2-628b-460b-9735-bdf117867a3d,PROFISSIONAL DE SAÚDE,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b36aad64-e937-46f6-b6b6-9c946322229d,f17c46b2-ee24-4764-ac10-30f85d41746a,NAMORADO(A),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
83c0e347-725b-42de-acc0-811eda64a56d,e0ed8cde-1e2e-4ac7-8096-96afc1665b5a,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b7116cf0-ee55-4a4a-b990-4b46e488d2e8,8ef5f401-3206-469e-be02-6abb915284ca,PRESTADOR(A) DE SERVIÇO,MASCULINO,HOMOSSEXUAL,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,OUTROS NÃO LISTADOS,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
8194f99a-c691-4c91-a5e4-e8bca1530b3a,24f31be2-4823-4db5-bd6f-b57fba968a05,PAI/MÃE,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
8b40963b-579e-4be9-a27c-2356be646bc6,a7543f8c-227e-4ec7-9363-1603d30e3733,EX-NAMORADO(A),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,APRENDIZ,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
014b921f-5d87-4a3c-a3e3-7df8a96169c2,de29082a-e75c-4884-a155-a3a2d39356a8,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
a999f08d-0215-481a-86e1-c50238d8add5,7540d05c-cd74-422e-8391-e71ba8e98c60,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,AMARELA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
5d7e75fd-86b4-42a7-8efd-ea1c37f00f7a,2e5e84f8-de9c-453d-ad87-0fda6ae33569,EX-NAMORADO(A),FEMININO,HETEROSSEXUAL,20 a 29 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3d2dc788-50dc-4a93-8d16-b6487ad546ff,08315b33-7be6-4a81-9a68-1e7e3af2fae6,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
f88867a8-34ad-42b2-b9a4-045a9e2af488,7ab5252f-08db-48fc-a0ce-73c240877ac2,EX-MARIDO,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
58517c53-73d6-4acd-a78e-3e99f4c4a936,21ea6c9b-3fb8-48d0-9f67-9c022b8629b6,PAI/MÃE,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
2b0d8cb8-32b9-48dc-a979-6e1eecd09919,226d81c5-e110-4332-a77c-8c05d37003e6,AMIGO(A),MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
e09092cd-5b6b-47b6-9bd7-52e4898c9549,0a96c606-ca21-4372-8b4d-095092f1ef6d,PAI/MÃE,FEMININO,NÃO INFORMADO,20 a 29 ANOS,MENTAL/INTELECTUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,ANALFABETO(A),BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
bd647e80-c44c-4610-9797-b86ce3954f0f,2da41fd6-8531-4244-be68-3745a770b188,PROFISSIONAL DE SAÚDE,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
6314da11-8cf6-492b-9314-4f8be375d62f,cde543bf-c8b6-45de-8a17-6041019ffec4,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,DOMÉSTICO/FAXINEIRO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
830d98f7-f966-4f0d-962d-2ae49e291f8f,a374138f-9f08-446c-b730-469c02eb7a71,NÃO INFORMADO,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
e0f667bd-60be-4c15-a9aa-98ae3ac6f74d,e4ecbb4d-c8c4-4c0d-9508-490609fb422f,PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,MENTAL/INTELECTUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
1bc576aa-7a4e-4f79-9185-a58f7df4d866,a0573fdb-c9c3-42d1-a066-c7b33bd890b8,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
240ecbd6-15b6-4eea-8219-d2323e3f6ed8,fd576f17-f8a3-426a-9948-aca67899aee9,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
6690ff4f-18cf-4672-8fb2-abbc8224eb9d,29a5bc98-3def-4fb1-acbf-7dee671e3de5,EX-MARIDO,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
abb53e79-1c82-4e04-8714-d39d67ce709f,9a0184bd-c93a-4f9b-afa5-92a2f6f35960,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,VENDEDOR DE COMÉRCIO VAREJISTA,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
eb653b37-9bd4-47da-a199-92300366e243,4479d5bf-6252-46f7-9c55-2044c8529841,ESPOSA(O),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
f351c6c4-8890-4b15-9e2e-abd144d90645,eccfb315-0061-4c8a-9f9c-3dada8015e7c,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
ae373738-8097-4a5f-ab4f-92fb35d5ad6c,dc07fe76-fe97-48c8-b6f5-730e6cca8690,PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
031e53c4-54df-4a55-a32f-b2b80e6d1f41,2fa4a22f-8f1b-431e-92e2-65390dac0da8,VIZINHO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
0bb455e6-4657-4bbb-9e0d-17e23bdfc6e0,63a30186-3e72-4231-b154-aa815c83d201,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
4a2e73ae-3d8c-4e2b-991e-9f6ca339779c,c7436d73-1cc6-44f0-bfb6-551ef5f8357d,FAMILIARES,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
5a49bcc4-df7a-4d41-a7a5-1fe2c8dad2ab,6312aa61-0b1b-4232-ac9d-b3f256f1eb62,COMPANHEIRO(A),FEMININO,HETEROSSEXUAL,30 a 39 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3c412ab0-be3d-4e74-b007-759beffe3c1a,e122a326-0669-44c2-b2f2-550d01477a9f,ESPOSA(O),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
3b17197e-43d6-422b-a532-e5b5ddd21339,71518cfd-af35-4661-bf63-b163a6357ae5,ESPOSA(O),FEMININO,HETEROSSEXUAL,30 a 39 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
abc2214e-72e1-4cb0-9118-6bd26e9fbafc,10ff3afd-8411-4e03-9179-2c6c9c3d3939,PAI/MÃE,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ESTUDANTE,SUPERIOR INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
93e8fa7e-8911-45a3-a700-0e466f7067d9,1f103d1f-7826-4145-aa8a-697d486ecee8,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,FÍSICA/MOTORA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
ad41f12d-ba18-4d1d-b0f5-e22d5752cad5,882055da-01fd-4125-9a93-fd2591b21aa8,IRMÃO(Ã),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
a12349ae-7fbe-47c2-a2f1-82f01b40bd05,526eedcc-ae41-4736-a2e2-8a78982acc35,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,PROFESSOR DE EDUCAÇÃO FÍSICA DO ENSINO FUNDAMENTAL,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
b3aef454-4ad4-42ba-89b2-a866b56a9ad4,5a82ba87-ec59-4ad5-b3a8-7daf059529bf,OUTROS,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
153ac276-809c-4ae3-9538-9e0e7495b7e4,4ad85c56-c603-4982-be59-e1876d69561e,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
a96c1773-b154-43ba-9420-2626d461c838,e36e1978-d9da-4f78-b5d2-419a75135bf4,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,VENDEDOR AMBULANTE,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
f322860f-9e51-4684-bc52-0aac8b1ff8ef,d346883d-29b1-4331-aa27-656df33a359d,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
3312154f-5f48-4ac0-9085-bb23ce42dc23,cba1fa05-6912-4140-b8f9-5f363848e279,IRMÃO(Ã),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
a6b2aa2c-892f-4117-95ad-a63cbb2d5785,b7d428fe-4d7b-4014-86ee-213ff9aa6d60,ESPOSA(O),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,PROFESSOR 1510,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
39356993-d26e-49c8-9891-c4e19ebef5d7,d4b94a7c-f454-49e2-9422-ce80de3648e9,ESPOSA(O),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
d46b5318-7a60-4a08-918d-613f4885dd01,63ca4061-da18-4474-bad3-103d549ae2ec,ESPOSA(O),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,FAXINEIRO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
409334f7-5ab0-451c-a48d-29f26d7e7df9,d03b1a5f-8e47-4ca8-9cf7-f27fbcaa886f,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
bb1e9716-c64f-456f-bfaa-7415f452a1fd,db7ebd97-1e3b-43e8-82ae-e1904d81f799,EX-MARIDO,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,PEDAGOGO,MESTRADO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
d0a9a782-cd6e-43fd-b5b5-49b54b087ac2,ab29ccfd-11e3-4866-84ea-e75681461d9c,ESPOSA(O),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b76c6efa-6027-4424-8396-c9af3bd3d7df,618153be-27dd-4f37-91a2-f5116b8ccafa,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e6798a28-1b1a-4153-8417-4ca99bb980bb,ea8cd3a1-c5cc-4e2a-85b2-e5b0eb1f7338,FAMILIARES,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
b5d882f3-e506-4f81-ba2f-472e6e95699c,b57b1bef-c587-45cf-9f3f-c96856836b2f,OUTROS,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
dd2726b1-b424-46f7-99c6-91ab2f15b212,6886d667-d88e-4de6-b4ea-e1c4f47a081c,DESCONHECIDO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,DOMÉSTICO/FAXINEIRO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
1bee3021-d585-463e-9283-3f7c8b0bc976,83bff14a-4db9-4d6e-b4e0-f5778057d1da,PADRASTO/MADRASTA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
