sk_Suspeito,Id_suspeito,NaturezaJuridicadoSuspeito,Sexodosuspeito,Orientacaosexualdosuspeito,Faixaetariadosuspeito,Deficienciadosuspeito,Doencararadosuspeito,Suspeitopreso,Pais_do_suspeito,UFdosuspeito,Profissaodosuspeito,Graudeinstrucaodosuspeito,RacaCordosuspeito,SuspeitoEtnia,Faixaderendadosuspeito,VinculoOrgaoPJdosuspeito,sl_suspeito_ramo
a1605bcc-2701-49cd-afcf-a1043d2569a8,323804f6-1257-429e-8ddd-42df2c4b7aa9,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,FLAGRANTE,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
92cdbbd2-d9ec-4e4a-a40a-30272c7d8bc8,073aac5f-bcbd-4f1a-b097-8199341f570b,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,TEMPORÁRIA,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
9aef966b-ce8e-4536-bb98-c1ba8e7e86e4,94b41dce-00ed-4520-a961-91de6400360e,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,"TRABALHADOR DO SETOR DO COMÉRCIO (AMBULANTE, VAREJISTA, ATACADISTA)",NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
37a52f3f-071b-4eb0-91b5-fec49eb72591,981cc105-4f72-4de8-a83e-78ef6f379e04,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
acd025d6-0215-466a-a047-8e9762971a46,13e99446-1a5c-40c1-8d79-7b366a7d4f99,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b836c10f-1d3a-4990-bfa7-c3660e84bce4,d5cfb78d-1cb5-4ccd-8233-bf59e12f03b5,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
bd5c1572-2053-491f-84fa-e3299908ca4e,ac519163-bf85-4378-ad4c-74123c77a7cc,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f32c5893-86f3-4d5a-b488-7790e17a649e,67b6be9c-240c-4ed8-962f-b993bc5b61ca,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b40fc34d-be61-469d-86d9-86977b2495e0,317ece63-80b2-4b2e-b785-af2bfd20653f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,VENDEDOR  PERMISSIONÁRIO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
58e4f933-6ae2-4fc4-9089-a1558b9ffa19,b0469d62-21c0-40a7-8d44-2d6ad6382b3e,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,FARMACÊUTICO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
d7dea824-4095-4fed-b4d7-5d11a1996453,20429689-4e93-46ef-b4e7-06237c333af2,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a63d4275-fac4-43d2-8fb9-7d87a5aff9ec,4d78ae7e-ebe1-412b-8075-9f968a3a47eb,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a869be64-e680-463e-a4d7-885d02806d2d,9872fb41-84cb-42dc-9158-01e8f13483de,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
bb320051-381c-4833-8411-4f166a6591bd,34113eb7-7318-459d-ad76-b5cf0a46c9d3,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,20 a 29 ANOS,NÃO INFORMADO,"POSSUI DOENÇA RARA, MAS NÃO SABE QUAL",NÃO,BRASIL,AC,VENDEDOR EM DOMICÍLIO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
36067052-2e2c-4083-9dbc-f7f102ef045c,f4018560-312e-4f6c-bd43-877239a115a7,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,20 a 29 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,MARCENEIRO,ENSINO MÉDIO COMPLETO,AMARELA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
85961421-074b-4521-a5e8-7161021de8a4,9ee86935-7cf6-4457-94c6-ca3d853732ab,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,FLAGRANTE,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a3ad1eaf-8bcd-44e3-8ba4-01da61b6c85a,6d915266-fc6f-4a35-92a0-1804f9ef2d5f,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
0d3385ea-a9a8-4c0d-b885-e5b2b4cd4ccb,4b097ccc-6005-40a3-b238-1791a6bb90b2,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,TEMPORÁRIA,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
487a50b4-3916-4cc0-bfaa-aad1a6290cf2,bcbdc15c-f5e1-415e-adf9-521bb30766be,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,PENA (RECLUSÃO),BRASIL,AC,"PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL",NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
faf89675-9dca-4738-a7a6-9627085beee4,12c7e481-1bc0-4449-8787-a4e2436289ea,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,PEDREIRO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b1b850e1-ea42-40d6-b7c5-e89130841fad,7cac6dd3-4fa9-49c4-a537-ce6f777ed1a8,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
807f8153-9b7b-4fee-956e-7a9dc61fef2b,d6dd0d06-3a80-46c0-8da6-5f9071bd13ae,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9d2adab7-a9ff-47a6-9629-41b5eea4fc9f,8e2e2ba4-86d0-41fc-b479-ec79fb700adb,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
380efa0b-ab3b-4861-ab5f-1acb44b281e1,bede194f-5f62-4fbb-ae7e-8c4d7cd7e973,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b6677186-fdc3-42c4-bd29-82e16d72ada2,d12469b7-f572-493a-8ebf-f55696e58b22,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,TEMPORÁRIA,BRASIL,AC,NÃO INFORMADO,ANALFABETO(A),BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
7c028f75-06e6-4e2b-829f-8fd756c07fa2,37971a9a-1986-41d2-89cf-6ec962acdde1,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d7bd4c5a-e359-452f-a049-274de383e21d,1ed63f86-e168-40ff-80ac-62c6904dc613,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
7a145147-b5e1-4f96-bb33-122b156f1f32,87e9b2d9-0aa3-43e4-98bb-ca128ae8f2c3,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,VENDEDOR DE COMÉRCIO VAREJISTA,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
ba52347f-f9c9-474c-bc33-4d94a328e96d,efa30b0e-e4d9-4caa-bf86-6f93d1d7fc56,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ee12d38f-6f11-4cd7-871b-2adf3d5481c2,5bd8165f-cbf7-42e6-ae3a-d208ff4e45c1,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
190454d1-341f-4fb9-b3ba-2d737bd6e608,4ba9e2e4-367a-49a5-9005-a664d7881cef,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
7b297d84-1392-4730-aaba-974d9e1235d7,386a2db7-6173-43a8-b273-bc6ca929563a,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
fe426343-53a4-49a2-b05b-b2095aa3b71a,4df05673-493a-4197-bb9a-2a4e10dd7b9f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
353d6d31-1454-47e2-9353-cf973b35bff0,5f2d8f38-7515-4fad-8ae8-cfb48481b9fb,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,"OUTRO PROFISSIONAL DA ÁREA DE SAÚDE (FISIOTERAPEUTA, PSICÓLOGO, NUTRICIONISTA, DENTISTA, FARMACÊUTICO, BIOMÉDICO, EDUCADOR FÍSICO ETC)",NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c491b9b6-fb5f-4b04-963e-5bd70873f75c,98303630-134c-496d-9bdb-8d4a73a82e22,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
bcef67d4-47cc-4b45-be02-43e1b9afd2de,176c912d-97e6-463b-bfd4-53221268ffce,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d984a6ef-38b9-4afc-9a35-5deaf651bdba,1f550b9d-7fd4-40ef-91a3-1aab1f9284fc,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,AGENTE DE TRÂNSITO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
6e5921bc-a4f2-415a-9239-c98197e0ac58,e476f9a9-7a31-4778-952a-d6c9a7b9008b,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b55035d7-0cff-4a42-bc92-7a754fd0b0f7,cce3e7f8-a79a-4f02-8d9b-4dde3d8f4541,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
80887b9c-b76f-4bce-aff6-3c2b40534f0f,18ce38f8-66af-48b8-aceb-ce0acecc695d,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
b2343854-cc26-4efc-9ec9-5421bf845995,d67afd00-22dd-4c4c-a1d6-b92fa7749a37,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS PROFISSIONAIS LIBERAIS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
de890fcb-0f75-4fdd-9cc6-d2fc9d287f48,e1585f7a-59d2-4523-b1ac-2987b48ef86e,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
c7ad352b-1998-4f96-a5db-0ea109bfd856,613bf8ce-3ffc-400a-9d0d-14dc1cae7516,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
b4e2add6-2aaf-4ca3-add4-f0fb752b68ff,3c41e921-8718-4071-b4b1-3e403df3818b,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
24195a6a-d1ca-48da-9e7c-163f259413d0,f6f9156e-ea08-4b2a-9909-72c5dc6bf3a2,PESSOA FÍSICA,NÃO INFORMADO,HOMOSSEXUAL,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS TRABALHADORES DO SETOR DE SERVIÇOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ac6acb0e-bfc5-4710-a3bb-af945711036d,53df0954-ce4b-452a-86de-4e78c68a1b2e,NÃO INFORMADO,MASCULINO,HETEROSSEXUAL,30 a 39 ANOS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
35fdcb7c-dc13-48a5-ac24-aad8f64cf761,29fa60fc-8d1b-471a-bb13-0b6b796b79ec,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
704d7cab-4210-4681-a889-eb90f50466fa,75670aed-a93c-4582-9bb5-4d144c45953a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
937d7c29-156a-4ecb-bd91-38934d6be27a,3c6edd94-4f85-47e3-8419-462fc23d4230,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
73dd9f58-279a-4c08-b307-e55d4bf75d46,fe3dfdb6-4ca0-4700-865e-991a2da02608,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
02f8957c-b2d4-4158-9363-499ba3a75699,35882b13-57e3-49a6-88d0-0d868888f155,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,FLAGRANTE,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
8083cdf4-d54a-46e5-9a9f-e5da6026c9a4,cd55a58c-ff5b-4675-8fe1-ae66a433874f,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,"TRABALHADOR DO SETOR DO COMÉRCIO (AMBULANTE, VAREJISTA, ATACADISTA)",NÃO INFORMADO,INDÍGENA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
dcbb7d30-edc0-4c00-ab00-c3b9b2606ea1,e2f383c6-0988-4721-b09f-0ad270706cc1,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ea78f1ea-f3d6-4fe3-8681-8293b260df55,bc5b1594-daa7-4f06-af49-8b2a67aa55b4,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
6a858c13-bc8e-4cbd-a2bf-f0a236d00caa,a9554f19-c6e1-4caa-9b77-8c3a0d6beaa7,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ca544a28-a9a6-420f-a241-d91d80cb1599,cd109420-b824-4445-b6fc-8692075f8a5d,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,ESTUDANTE,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
2024acd9-ff08-4687-b9be-8f86a8b77f68,ff951f8d-9a92-404f-9adc-ac5df11cf001,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,EMPREGADO DOMÉSTICO DIARISTA,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
89663f40-96a0-4b11-b4f1-4dc09b45257d,15afcdc1-8ee9-4730-b003-a19f65264897,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS PROFISSIONAIS LIBERAIS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
4fe6b8c9-65f0-43dc-8da9-110ea04666d1,e0983dfb-bdd4-46d8-a145-39e049498ecd,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c84c89e4-c09c-447d-88e6-320e654a8cb7,13e17364-0292-46ae-a32a-449c830b5479,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,PORTEIRO/VIGILANTE/RECEPCIONISTA,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
