Canaldeatendimento,Cenariodaviolacao,Denunciaemergencial,Denunciante,Pais,UF,Frequencia,Iniciodasviolacoes,sl_quantidade_vitimas,Motivacao,sk_Vitima,sk_Datadecadastro,sk_GrupoVulnerario,sk_Suspeito,sk_tipoViolacao
TELEFÔNICO,VIA PÚBLICA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,99777c26-8f3c-49a8-916f-624c85bcdee0,024715e3-38b3-498f-ab37-3758b0e5105c,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,50d78c28-39db-4b4d-941e-2eac30d4a51a,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,SEMANALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,fa3ea722-d684-4c3f-8a4b-d6124fb87803,024715e3-38b3-498f-ab37-3758b0e5105c,4f451b2b-7f74-4b04-832f-c7b3a352f83e,0e7a1938-8437-4673-a509-ac55994f56f6,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,b9f2a1c0-f9b0-4a1d-af58-a6f6f5601f44,024715e3-38b3-498f-ab37-3758b0e5105c,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,87f43c04-ee28-4f47-a707-c1e796257110,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,AL,DIARIAMENTE,HÁ UM MÊS,1.0,COM HUMILHAÇÃO,c58214df-02ed-489d-951b-c9af8cbdf864,024715e3-38b3-498f-ab37-3758b0e5105c,4f451b2b-7f74-4b04-832f-c7b3a352f83e,1dcf7171-38b2-4569-8530-c4e28fabc51f,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE SER MULHER,709670ae-3faa-4891-9aad-4c4c787bdb72,024715e3-38b3-498f-ab37-3758b0e5105c,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,c290200e-b3b7-4e08-8caa-1d0dc9223fd7,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NA RELAÇÃO FAMILIAR,ad0f340a-b0a7-4735-887a-ec14cd0c63f9,024715e3-38b3-498f-ab37-3758b0e5105c,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,3902cc63-aa95-4391-a3a0-dbaf448c5410,48f7bde8-bb5e-4a70-badb-2dc98831e88f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,SEMANALMENTE,HÁ UM MÊS,1.0,NA RELAÇÃO FAMILIAR,9a4d31c2-0085-4955-9cfa-d0de7eaee8da,024715e3-38b3-498f-ab37-3758b0e5105c,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,a5931808-efb3-418b-90ff-f81314042bf2,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,EVENTO PÚBLICO,NÃO,TERCEIRO,BRASIL,BA,SEMANALMENTE,HÁ UM MÊS,2.0,"POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO",663ee077-d639-4834-af29-c341ee4c8233,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,6e6e3042-da77-48c7-9a6b-68160b0bbd11,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,3.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,0f9cac22-2027-406b-9195-35fd20516b32,02bc8ff2-7668-46d9-8778-ef68e9a97317,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,cb50decb-146d-44c4-9326-87116c185f5b,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,DO AGRESSOR POSSUIR INFLUÊNCIA JUNTO ÀS AUTORIDADES LOCAIS,02b47568-d1c9-474d-b1ed-db3c3fe74ba4,02bc8ff2-7668-46d9-8778-ef68e9a97317,55fc9909-0327-4a74-9096-3382459407ce,89619948-a83e-47cc-b35b-a23b5aa182e5,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,CASA DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,a10d97de-d782-4d8d-8e3a-069e80f163fd,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,3b8b1f0c-9d58-4346-8dd1-b7cc970f7686,b1234853-6ead-44e0-8883-ce17f2955409
TELEFÔNICO,OUTROS,NÃO,TERCEIRO,BRASIL,MG,SEMANALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,b2552c33-c4b5-44bc-99ba-f8e06ec5d29d,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,338f1ed2-7b05-4b80-a254-470063b8dbb7,9392bd7c-8bb8-43bf-b0b8-6c0a1aee6b01
TELEFÔNICO,EVENTO PÚBLICO,NÃO,TERCEIRO,BRASIL,BA,SEMANALMENTE,HÁ UM MÊS,2.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,a2882681-a378-4b4c-8529-aaa6c3dc2163,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,6111d457-c8b0-4b36-8c2b-a6d8d0d90444,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,TERCEIRO,BRASIL,CE,DIARIAMENTE,HÁ UM MÊS,2.0,FOI PRATICADO POR DUAS OU MAIS PESSOAS,c8152e25-da24-4765-8fdb-e050def1b79e,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,bd2235ff-a665-4fca-8215-98249f995ade,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,9d98c7cc-8228-4fd4-b44a-9ac7388c4402,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,f07cbdf4-32de-4af5-bdf1-cd6c39b22f93,972be003-5e86-4cf4-900b-5d202b0352c7
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,2.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,b0e580af-54f5-4df5-91a1-8d050cf4d525,02bc8ff2-7668-46d9-8778-ef68e9a97317,4f451b2b-7f74-4b04-832f-c7b3a352f83e,61c904ef-e9ea-4db4-b0d6-dfa2aaacb151,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PE,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,6a89d119-a319-4dae-8758-31db351b63cf,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,41abbd16-f675-4a2c-9ef5-c0b0c21a00ae,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PB,SEMANALMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,b75b63ab-7540-412e-93cb-87535ce8aa95,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,9afe0e0d-d08a-4dd5-a4ca-ecc4996f277a,6623af1c-aa6c-45a8-a53b-25856d2abbc2
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,43ff4e08-7462-4470-826c-290b7aff1a4c,03397d07-cb31-40bd-9761-36b2df7eb51b,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,de0d02ce-7d1f-4ae9-b78a-bb05c773c938,7e1b0b67-4a94-4ae5-986d-cdbdd4587248
PORTAL,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,91dcbc7a-9e55-43bb-889a-2e299674434e,03397d07-cb31-40bd-9761-36b2df7eb51b,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,58295254-f7c1-4850-99e6-599dd48af46d,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,4c2b7e0d-4e83-4fe7-887e-28560d3ffba1,03397d07-cb31-40bd-9761-36b2df7eb51b,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,b52f6432-c2f0-438a-b3e6-3839ca43b727,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,OCASIONALMENTE,HÁ UM MÊS,1,AGRAVANTE.EM PÚBLICO OU POR MEIO QUE FACILITE A DIVULGAÇÃO (Exceto Digital),abc6fd31-5f9a-4da0-9c54-39743f406911,03397d07-cb31-40bd-9761-36b2df7eb51b,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,2385c563-26c0-490b-9221-0d269263cc10,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,8262e248-3f41-4590-8432-2154637a19f0,03397d07-cb31-40bd-9761-36b2df7eb51b,6d7250c1-a426-4978-8864-3877f0f94893,f10a5d29-c88f-476b-926e-bb5a45f79c55,7e1b0b67-4a94-4ae5-986d-cdbdd4587248
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1,ELEMENTO CIRCUNSTANCIAL.NA FORMA CULPOSA,2fc8a9c4-9fd2-4002-8640-d920f57fee6a,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,b4bc9d34-7520-4693-b53a-4c5066332007,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,2,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,5ab7c672-80ae-4a3d-8d2a-4bf0f20dfe54,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c3d6edae-8be7-4852-a1b8-ba4cabc20de5,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,2,AGRAVANTE.NA RELAÇÃO FAMILIAR,58b567fb-9093-4900-8ebd-496558904df2,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,2bfc9d64-f076-4f90-a267-7b94b8e56c33,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,2,MOTIVAÇÃO.EM RAZÃO DE SER MULHER,c30af564-5d2c-4c0d-907e-001521133d17,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,692631a4-c204-4add-b389-64fd9600af31,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,PR,SEMANALMENTE,HÁ UM MÊS,1,NÃO INFORMADO,5440fff0-e126-4f38-9abf-0c612b42a532,03397d07-cb31-40bd-9761-36b2df7eb51b,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,4804b525-14bc-4431-933c-7aa0cd8aac3f,120c0c9d-1a11-4023-b16b-060bf142268d
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1,NÃO INFORMADO,5b3ae639-4e60-4e0d-954e-80f9a38b7ca2,03397d07-cb31-40bd-9761-36b2df7eb51b,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,2ae9950a-a2e6-4de2-a46d-c0ec0ac03c69,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,ESTABELECIMENTO DE SAÚDE,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,"AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO",966c6911-427c-4b40-a153-fec24cdc1f97,03397d07-cb31-40bd-9761-36b2df7eb51b,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,97991107-e765-492d-a7fd-213f9bc4dcbc,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,f7e9458f-fe82-4170-8e4c-dca92bb25f34,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,0802ae52-507a-4bf7-a0e6-9e4142ac6a69,b1234853-6ead-44e0-8883-ce17f2955409
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,OCASIONALMENTE,HÁ UM MÊS,1,"AGRAVANTE.EM MEIO DIGITAL (internet, Redes Sociais, WhatsApp, etc)",62740e57-0d72-40b3-9e65-d50f41283cce,03397d07-cb31-40bd-9761-36b2df7eb51b,6d7250c1-a426-4978-8864-3877f0f94893,99b4a978-9b0c-4204-a95f-d07df5f64645,7e1b0b67-4a94-4ae5-986d-cdbdd4587248
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,8a3d56ba-1c29-4f07-9842-d02f090409f6,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,886bb45b-542e-4cba-967e-3eada09766d4,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,214989a7-ac4e-42ca-af89-2ef885602c55,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c1e21078-0091-4709-bf11-33a850b290cb,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,5726d37c-3553-43c5-8501-d0e0a1eee576,03397d07-cb31-40bd-9761-36b2df7eb51b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,d50cb0b9-c797-4af6-af22-34bfea9cb39a,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,4166f74d-4004-4801-a98e-04dd6817a64d,036f4667-c291-4bb4-88de-2ceb8ee7b467,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,8d8c862b-f822-4ee2-ad91-627cff2989c7,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CENTRO DE TREINAMENTO,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA,103bbce9-6c7f-476a-92b5-8a72e9851059,036f4667-c291-4bb4-88de-2ceb8ee7b467,55fc9909-0327-4a74-9096-3382459407ce,384bb793-41ec-408a-89c9-292615c40284,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,PR,SEMANALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,a01a4009-29d4-4def-8ae9-011646d8f37e,036f4667-c291-4bb4-88de-2ceb8ee7b467,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,30286f72-5cb6-404d-a4f9-1b72d71773eb,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,AM,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,841f1ef4-0c52-401d-9c1e-63ab0ea03e89,036f4667-c291-4bb4-88de-2ceb8ee7b467,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,263dbe84-1244-4c0a-8d4a-c936dd823830,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1.0,DO AGRESSOR POSSUIR INFLUÊNCIA JUNTO ÀS AUTORIDADES LOCAIS,27e9f581-2fed-4cd1-bf8e-d9133c750c4c,036f4667-c291-4bb4-88de-2ceb8ee7b467,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,157650e5-f567-49e2-9dff-8ca8c66f6267,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,AM,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,77de77f7-bdfe-45ac-893d-1829ee2be4bc,036f4667-c291-4bb4-88de-2ceb8ee7b467,4f451b2b-7f74-4b04-832f-c7b3a352f83e,a744ea72-2829-40a0-bfe7-cdbd4c628731,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,4.0,NÃO INFORMADO,a6ef8f6c-9264-4c2f-82e5-25eb06b278ab,036f4667-c291-4bb4-88de-2ceb8ee7b467,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,0a839bc8-4cc5-419f-90d4-b7308f3c7c48,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MS,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,853a3918-382d-4ded-9a7b-e0dc2c8fe56b,036f4667-c291-4bb4-88de-2ceb8ee7b467,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,9993c5d7-2531-4bc9-ab7b-139176fa00e5,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DIARIAMENTE,HÁ UM MÊS,2.0,EM RAZÃO DE CONFLITO DE IDEIAS,3f3c68b6-9345-4042-aef8-95f30f0ad587,039825c2-649f-42d1-8295-c1e38ed81859,4f451b2b-7f74-4b04-832f-c7b3a352f83e,6a075837-b47a-4c6a-9359-7d8ab6d9f16b,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SE,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,805640cc-249f-4124-9ac1-429ceef0e720,039825c2-649f-42d1-8295-c1e38ed81859,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,39d04368-6bcd-4132-99c6-513d49fc9a59,15e8c8dc-791f-44b4-a188-86230f09ba4e
TELEFÔNICO,UNIDADE PRISIONAL,NÃO,ANÔNIMO,BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DIARIAMENTE,HÁ UM MÊS,1.0,POR VIOLÊNCIA INSTITUCIONAL,e7cbbfc4-cc57-4b13-b616-5a031a8b9b51,039825c2-649f-42d1-8295-c1e38ed81859,b708eb62-6f5c-432f-aec1-bd87f910847b,684612db-7f9e-4ac4-8f36-f6c1e9419f41,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,5f1c03c1-29ad-42eb-9e50-698d774139d5,039825c2-649f-42d1-8295-c1e38ed81859,4f451b2b-7f74-4b04-832f-c7b3a352f83e,0699f865-4bbc-424e-85de-e54c4ba90157,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,UNIDADE PRISIONAL,NÃO,TERCEIRO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,6ff2ed22-03dd-4efe-9f44-4fa017452641,03a42463-00ed-466e-a0b0-6ff2ff552d8b,b708eb62-6f5c-432f-aec1-bd87f910847b,cdabcccd-852c-4a30-99bf-3a284f48be55,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PR,SEMANALMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,1b3fd56a-3c2a-4019-9be8-439ac138d2f7,03a42463-00ed-466e-a0b0-6ff2ff552d8b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,b94fb400-3fc3-427e-821b-df39e61ab4e2,15e8c8dc-791f-44b4-a188-86230f09ba4e
TELEFÔNICO,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,"EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS",1fe9e3e2-053d-4537-91eb-5776a673e4ba,03a42463-00ed-466e-a0b0-6ff2ff552d8b,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,6b607b40-3e11-4eb8-a6e4-03881fbda8d6,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,DF,OCASIONALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,f1927a39-8b5d-49e3-a733-af88bb41dac4,03a42463-00ed-466e-a0b0-6ff2ff552d8b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,8fc90bee-c3d2-4c78-a5b2-04a88299a7a8,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,BRASIL,SP,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,7a597fc9-37bb-4cd0-b158-7c4165b911c7,03a42463-00ed-466e-a0b0-6ff2ff552d8b,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,8133a210-4966-4d68-a0a5-54d1fb1fd5e8,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PR,SEMANALMENTE,HÁ UM MÊS,2.0,RESULTANDO EM LESÃO LEVE,d0e75b03-976b-4e9c-93c7-afd2f93c4bdd,03a42463-00ed-466e-a0b0-6ff2ff552d8b,4f451b2b-7f74-4b04-832f-c7b3a352f83e,72c212e1-c7a0-44d7-890e-5909c8fcb731,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
WEBCHAT,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,2.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,e5f5805e-ddb8-4ffb-bd74-90b5a64bc919,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,4f451b2b-7f74-4b04-832f-c7b3a352f83e,8d43e857-9e67-43ca-bc13-e0727c2f7a45,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DE TERCEIRO,NÃO,ANÔNIMO,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,67399b4e-d754-4bba-b539-0502befbb60b,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,35e17c7b-a147-440f-b955-c044710bebb9,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,"BAR, LANCHONETE, RESTAURANTE OU CASA NOTURNA",NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,NA RELAÇÃO FAMILIAR,347e16ea-1893-495b-8349-af3fb4b3f86f,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,4f451b2b-7f74-4b04-832f-c7b3a352f83e,4f13ba3e-c2d9-46ec-a8e2-0dd98d285c58,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,5c755cc4-adad-48c1-b6be-d53cc53525fa,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,4f451b2b-7f74-4b04-832f-c7b3a352f83e,29a50695-c46e-46f6-ab97-71f16345331c,65945fec-8465-4aa4-a66e-e6b308e3ac7e
